Customer ID,Unnamed: 0,Total_Orders,Total_Profit,Sales,Avg_Discount,Segment,Region,Furniture_Profit,Technology_Profit,Office_Supplies_Profit,Multi_Category,has_furniture,has_technology,has_office,Customer_Group,First_Category,Acquisition_Date,Cohort_Year,Last_Order_Date,Months_Since_Acquisition
CH-12070,144,4,195.1511,1537.236,0.15,Home Office,South,0.0,201.8723,-6.721200000000001,1,0,1,0,Other,Office Supplies,2015-06-25,2015,2016-02-08,7.6
CJ-11875,145,1,1.652,16.52,0.2,Corporate,East,0.0,0.0,1.652,1,0,0,1,Other,Office Supplies,2016-12-30,2016,2016-12-30,0.0
CJ-12010,146,20,858.7414,11164.974,0.1885,Consumer,West,-494.91059999999993,1188.9786,164.6734,2,0,1,1,Other,Furniture,2016-03-10,2016,2017-06-24,15.7
CK-12205,147,32,141.2831,3154.855,0.234375,Consumer,East,24.79,-82.5065,198.9996,2,1,0,1,Furniture + Office Supplies,Furniture,2014-03-11,2014,2017-11-21,45.03333333333333
CK-12325,148,12,261.22090000000003,2945.321,0.1833333333333333,Home Office,West,228.0076,-11.5188,44.7321,2,1,0,1,Furniture + Office Supplies,Furniture,2014-03-14,2014,2017-09-01,42.233333333333334
CK-12595,149,25,497.7098,2372.75,0.184,Consumer,East,-21.9786,333.8063,185.8821,2,0,1,1,Other,Office Supplies,2014-12-26,2014,2017-11-17,35.233333333333334
CK-12760,150,14,-338.4311,1582.109,0.15,Corporate,East,-459.9522,49.6048,71.91629999999999,2,0,1,1,Other,Technology,2014-02-07,2014,2017-10-09,44.666666666666664
CL-11890,151,7,328.0847,1262.014,0.0571428571428571,Consumer,East,207.9168,11.5971,108.5708,3,1,1,1,All Three,Office Supplies,2014-07-26,2014,2017-09-15,38.233333333333334
CL-12565,152,28,1933.7831,10880.546,0.1142857142857143,Consumer,Central,655.87,511.093,766.8201,3,1,1,1,All Three,Office Supplies,2014-03-04,2014,2017-03-21,37.1
CL-12700,153,8,229.0099,2353.586,0.1875,Home Office,Central,156.652,160.70850000000002,-88.3506,2,1,1,0,Furniture + Technology,Office Supplies,2016-04-24,2016,2017-09-16,17.0
CM-11815,154,10,214.463,1673.888,0.12,Corporate,Central,38.8704,106.875,68.7176,3,1,1,1,All Three,Office Supplies,2014-11-14,2014,2017-08-21,33.7
CM-11935,155,4,-43.732400000000005,565.392,0.2,Consumer,South,-63.3888,13.17,6.4864,2,0,1,1,Other,Technology,2015-09-24,2015,2016-01-22,4.0
CM-12115,156,7,409.0679,1661.61,0.0285714285714285,Consumer,East,13.977,350.95730000000003,44.1336,3,1,1,1,All Three,Office Supplies,2015-03-29,2015,2017-12-22,33.3
CM-12160,157,7,-394.3686,2533.314,0.2428571428571428,Consumer,Central,-325.572,-59.531800000000004,-9.264800000000001,0,0,0,0,Other,Technology,2016-10-21,2016,2017-12-04,13.633333333333333
CM-12190,158,7,91.2033,1475.144,0.0714285714285714,Consumer,East,60.5288,5.997,24.6775,3,1,1,1,All Three,Office Supplies,2015-09-18,2015,2017-12-22,27.533333333333335
CM-12235,159,8,365.0387,2305.712,0.075,Consumer,Central,11.3148,52.4979,301.226,3,1,1,1,All Three,Office Supplies,2016-05-01,2016,2016-12-10,7.433333333333334
CM-12385,160,10,3899.8904,8954.019999999999,0.12,Consumer,South,-4.04,16.6788,3887.2515999999996,2,0,1,1,Other,Office Supplies,2015-03-16,2015,2017-11-23,32.766666666666666
CM-12445,161,9,64.4296,287.99,0.0777777777777777,Consumer,West,-14.5764,0.0,79.006,1,0,0,1,Other,Office Supplies,2014-06-09,2014,2016-10-20,28.8
CM-12655,162,10,1572.4585,6339.5576,0.072,Home Office,West,37.6768,1503.9017,30.88,3,1,1,1,All Three,Furniture,2015-03-19,2015,2017-12-03,33.0
CM-12715,163,13,176.3108,3984.4524,0.3092307692307692,Corporate,Central,44.660399999999996,138.1403,-6.489899999999999,2,1,1,0,Furniture + Technology,Furniture,2014-03-07,2014,2015-03-01,11.966666666666667
CP-12085,164,14,427.0258,5402.254,0.1428571428571428,Corporate,East,164.8516,74.3704,187.8038,3,1,1,1,All Three,Technology,2014-12-04,2014,2017-10-09,34.666666666666664
CP-12340,165,15,-1850.3029,5888.275,0.2133333333333333,Corporate,East,-1125.8011,183.1719,-907.6737000000002,1,0,1,0,Other,Furniture,2014-03-17,2014,2017-07-23,40.8
CR-12580,166,6,74.40129999999999,2148.852,0.1333333333333333,Home Office,Central,20.9148,87.89,-34.4035,2,1,1,0,Furniture + Technology,Office Supplies,2016-04-18,2016,2017-11-03,18.8
CR-12625,167,4,144.7594,475.9,0.0,Home Office,East,30.445,0.0,114.31439999999999,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-06-01,2014,2016-09-16,27.933333333333334
CR-12730,168,6,306.9176,1600.55,0.2666666666666666,Consumer,East,-6.0196,0.0,312.9372,1,0,0,1,Other,Furniture,2014-08-20,2014,2017-10-13,38.333333333333336
CR-12820,169,7,83.27029999999999,1397.8724,0.1314285714285714,Home Office,East,-17.0274,27.5184,72.7793,2,0,1,1,Other,Office Supplies,2015-01-24,2015,2017-10-06,32.86666666666667
CS-11845,170,8,185.3776,1278.954,0.275,Corporate,West,108.3528,7.7679,69.25689999999999,3,1,1,1,All Three,Office Supplies,2014-12-14,2014,2017-09-30,34.03333333333333
CS-11860,171,7,105.8275,537.632,0.2285714285714286,Consumer,South,0.0,89.997,15.8305,2,0,1,1,Other,Technology,2014-05-02,2014,2017-07-21,39.2
CS-11950,172,22,-126.4223,3036.547,0.2636363636363636,Consumer,Central,108.2005,-115.13650000000001,-119.4863,1,1,0,0,Furniture Only,Furniture,2014-06-08,2014,2017-12-05,42.53333333333333
CS-12130,173,7,143.8339,884.64,0.1142857142857143,Consumer,West,21.259,8.1432,114.4317,3,1,1,1,All Three,Office Supplies,2014-08-05,2014,2016-08-28,25.133333333333333
CS-12175,174,8,113.1405,844.4580000000001,0.1625,Corporate,South,3.1404999999999994,0.0,110.00000000000001,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-08-12,2014,2017-05-12,33.46666666666667
CS-12250,175,28,738.3626,2754.216,0.0571428571428571,Corporate,South,51.31999999999999,400.60110000000003,286.4415,3,1,1,1,All Three,Office Supplies,2014-01-13,2014,2017-12-04,47.36666666666667
CS-12355,176,22,831.9432,3202.1620000000003,0.0818181818181818,Consumer,South,69.637,487.6023,274.70390000000003,3,1,1,1,All Three,Office Supplies,2014-08-15,2014,2017-12-24,40.9
CS-12400,177,14,-342.80330000000004,3651.8585,0.2142857142857142,Home Office,Central,-339.0099,-131.7227,127.9293,1,0,0,1,Other,Office Supplies,2014-09-26,2014,2017-12-28,39.63333333333333
CS-12460,178,6,156.2593,550.644,0.0666666666666666,Consumer,South,5.5177,114.73920000000001,36.0024,3,1,1,1,All Three,Technology,2017-07-03,2017,2017-12-03,5.1
CS-12490,179,9,-302.8761,1077.2285,0.25,Corporate,Central,-255.5875,-59.6972,12.4086,1,0,0,1,Other,Technology,2015-01-12,2015,2016-11-01,21.966666666666665
CS-12505,180,9,-6626.389499999999,5690.054999999999,0.1999999999999999,Consumer,South,0.0,-6397.9028,-228.48669999999998,0,0,0,0,Other,Office Supplies,2014-03-26,2014,2017-11-02,43.9
CT-11995,181,18,161.22629999999995,3241.898,0.1611111111111111,Consumer,Central,224.67589999999998,-93.903,30.453399999999988,2,1,0,1,Furniture + Office Supplies,Furniture,2014-05-07,2014,2017-09-25,41.233333333333334
CV-12295,182,13,493.0861,2830.6279999999997,0.0769230769230769,Consumer,West,131.5614,129.8302,231.6945,3,1,1,1,All Three,Furniture,2014-03-28,2014,2017-04-20,37.3
CV-12805,183,19,98.9975,2370.3136,0.2431578947368421,Corporate,East,-8.9552,57.5964,50.35629999999999,2,0,1,1,Other,Office Supplies,2016-05-09,2016,2017-12-25,19.833333333333332
CW-11905,184,11,370.8298,1136.592,0.0909090909090909,Home Office,Central,0.0,10.996799999999999,359.83299999999997,2,0,1,1,Other,Technology,2014-06-09,2014,2017-12-08,42.6
CY-12745,185,11,60.64670000000001,2900.026,0.2,Corporate,West,46.632,294.12330000000003,-280.1086,2,1,1,0,Furniture + Technology,Office Supplies,2014-12-12,2014,2017-10-31,35.13333333333333
Co-12640,186,8,205.6282,1300.076,0.175,Consumer,East,-19.7712,41.88,183.51940000000002,2,0,1,1,Other,Office Supplies,2014-06-20,2014,2016-06-29,24.666666666666668
DA-13450,187,8,56.7904,156.76,0.125,Home Office,Central,15.8256,0.4728,40.492,3,1,1,1,All Three,Office Supplies,2014-04-25,2014,2017-01-12,33.1
DB-12910,188,12,431.3748,2171.599,0.1541666666666666,Home Office,South,135.36180000000002,188.1404,107.8726,3,1,1,1,All Three,Office Supplies,2014-10-24,2014,2017-12-09,38.06666666666667
DB-12970,189,14,213.0029,2839.2272,0.1657142857142857,Corporate,West,81.55409999999998,20.8719,110.5769,3,1,1,1,All Three,Office Supplies,2014-11-12,2014,2017-05-03,30.1
DB-13060,190,13,473.0272,4531.646,0.1846153846153846,Consumer,West,-252.63339999999997,391.9248,333.7358,2,0,1,1,Other,Furniture,2014-03-01,2014,2017-12-14,46.13333333333333
DB-13120,191,14,-1421.7692,2973.094,0.1428571428571428,Corporate,West,-450.3978,50.003,-1021.3744,1,0,1,0,Other,Office Supplies,2015-05-01,2015,2017-11-12,30.866666666666667
DB-13210,192,21,169.9679,2332.577,0.1857142857142857,Consumer,Central,-57.3005,110.9093,116.3591,2,0,1,1,Other,Office Supplies,2015-03-22,2015,2017-12-21,33.5
DB-13270,193,13,841.8263999999999,4655.897,0.2076923076923077,Home Office,West,-35.8179,256.81419999999997,620.8301,2,0,1,1,Other,Office Supplies,2014-02-04,2014,2017-11-07,45.733333333333334
DB-13360,194,6,291.0085,1081.466,0.0833333333333333,Home Office,East,62.7822,41.9958,186.2305,3,1,1,1,All Three,Office Supplies,2014-11-19,2014,2017-04-10,29.1
DB-13405,195,14,438.9092,1711.692,0.0285714285714285,Consumer,Central,31.587,73.8812,333.44100000000003,3,1,1,1,All Three,Office Supplies,2015-08-08,2015,2017-06-26,22.933333333333334
DB-13555,196,14,109.327,3908.8028,0.1514285714285714,Corporate,South,-13.616199999999992,1.7055,121.2377,2,0,1,1,Other,Office Supplies,2014-04-21,2014,2017-09-14,41.4
DB-13615,197,11,438.80119999999994,1989.05,0.1454545454545454,Consumer,West,0.0,335.9944,102.8068,2,0,1,1,Other,Office Supplies,2014-09-30,2014,2017-11-27,38.46666666666667
DB-13660,198,10,177.67350000000002,1155.202,0.16,Consumer,East,68.0136,31.0059,78.65400000000001,3,1,1,1,All Three,Technology,2014-06-17,2014,2017-12-18,42.666666666666664
DC-12850,199,18,-1441.6312999999998,3336.168,0.2111111111111111,Consumer,South,-193.51559999999998,0.4752,-1248.5909,1,0,1,0,Other,Office Supplies,2014-07-05,2014,2017-11-23,41.233333333333334
DC-13285,200,7,132.06820000000002,1174.618,0.0785714285714285,Consumer,Central,11.0594,137.5088,-16.5,2,1,1,0,Furniture + Technology,Technology,2014-12-29,2014,2017-12-07,35.8
DD-13570,201,9,36.4344,269.542,0.2444444444444444,Consumer,Central,0.0,13.9972,22.437199999999997,2,0,1,1,Other,Technology,2014-03-31,2014,2017-11-19,44.3
DE-13255,202,9,464.4714,2550.874,0.1111111111111111,Home Office,East,403.0856,-9.8724,71.2582,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-08-22,2014,2016-01-11,16.9
DF-13135,203,6,-259.3097,2390.534,0.2833333333333334,Consumer,West,-538.446,143.9968,135.1395,2,0,1,1,Other,Office Supplies,2014-10-04,2014,2016-01-30,16.1
DG-13300,204,8,562.7761,3195.818,0.1,Corporate,East,-2.0204000000000057,494.9725,69.824,2,0,1,1,Other,Office Supplies,2014-11-01,2014,2017-11-28,37.43333333333333
DH-13075,205,23,1193.7404,4932.872,0.0782608695652174,Corporate,South,-3.8230000000000004,433.4422,764.1212,2,0,1,1,Other,Technology,2014-11-21,2014,2017-03-28,28.6
DH-13675,206,11,116.667,1043.096,0.1227272727272727,Home Office,East,24.0474,41.7186,50.901,3,1,1,1,All Three,Office Supplies,2014-08-12,2014,2015-11-15,15.333333333333334
DJ-13420,207,5,483.035,2012.52,0.0,Corporate,South,461.26219999999995,0.0,21.7728,2,1,0,1,Furniture + Office Supplies,Furniture,2014-12-08,2014,2016-04-02,16.033333333333335
DJ-13510,208,13,345.2521,2501.6879999999996,0.0692307692307692,Corporate,South,98.8501,111.47399999999999,134.928,3,1,1,1,All Three,Office Supplies,2014-08-17,2014,2017-11-12,39.43333333333333
DJ-13630,209,8,731.5644,3356.398,0.0625,Consumer,East,139.5702,35.9964,555.9978,3,1,1,1,All Three,Technology,2015-12-14,2015,2017-12-18,24.5
DK-12835,210,27,881.1228000000001,3256.48,0.1777777777777777,Corporate,West,209.97500000000002,32.0122,639.1356000000001,3,1,1,1,All Three,Office Supplies,2014-03-26,2014,2017-12-09,45.13333333333333
DK-12895,211,15,937.6496,4282.176,0.08,Consumer,Central,423.9568,352.8242,160.86860000000001,3,1,1,1,All Three,Furniture,2015-03-08,2015,2017-11-15,32.766666666666666
DK-12985,212,8,-107.35379999999998,1687.04,0.1625,Consumer,South,-98.63519999999998,0.0,-8.718600000000002,0,0,0,0,Other,Office Supplies,2014-11-24,2014,2017-12-23,37.5
DK-13090,213,13,536.3935,2650.557,0.1384615384615384,Consumer,West,122.84790000000001,345.7263,67.8193,3,1,1,1,All Three,Furniture,2015-03-02,2015,2017-11-18,33.06666666666667
DK-13150,214,5,249.9447,797.832,0.12,Corporate,Central,0.0,76.6395,173.3052,2,0,1,1,Other,Office Supplies,2014-12-05,2014,2017-12-20,37.03333333333333
DK-13225,215,19,209.89940000000004,4802.394,0.1947368421052631,Corporate,East,-42.23859999999999,-342.43559999999997,594.5735999999999,1,0,0,1,Other,Office Supplies,2014-03-14,2014,2017-12-20,45.9
DK-13375,216,23,377.0799,3318.486,0.108695652173913,Consumer,East,1.6332000000000004,174.9864,200.4603,3,1,1,1,All Three,Technology,2014-09-07,2014,2017-12-11,39.7
DL-12865,217,14,322.2449,1503.112,0.15,Consumer,East,76.1213,166.4655,79.65809999999999,3,1,1,1,All Three,Office Supplies,2014-06-29,2014,2017-09-21,39.333333333333336
DL-12925,218,14,4.213200000000029,3272.2,0.0357142857142857,Consumer,West,74.1732,-359.6076,289.6476,2,1,0,1,Furniture + Office Supplies,Technology,2014-09-09,2014,2017-11-03,38.36666666666667
DL-13315,219,17,288.8732,1458.258,0.1823529411764706,Consumer,East,62.5372,-31.05,257.386,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-01-16,2014,2017-12-08,47.4
DL-13330,220,8,222.6812,585.02,0.05,Consumer,West,17.3754,187.9398,17.366,3,1,1,1,All Three,Office Supplies,2014-06-23,2014,2017-11-03,40.96666666666667
DL-13495,221,12,-52.78799999999997,3539.322,0.05,Corporate,West,30.2426,114.3946,-197.4252,2,1,1,0,Furniture + Technology,Furniture,2015-12-25,2015,2017-10-15,22.0
DM-12955,222,9,108.7583,1322.034,0.1666666666666666,Corporate,Central,29.6716,0.0,79.08670000000001,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-09-30,2014,2017-09-07,35.766666666666666
DM-13015,223,20,1677.3931,6345.103,0.2299999999999999,Consumer,West,-100.8654,1515.3258999999998,262.9326,2,0,1,1,Other,Office Supplies,2014-09-14,2014,2017-11-03,38.2
DM-13345,224,13,1319.0586,4074.472,0.1,Corporate,South,-194.9598,131.8293,1382.1891,2,0,1,1,Other,Office Supplies,2014-11-03,2014,2017-12-08,37.7
DM-13525,225,10,199.7688,1376.792,0.1699999999999999,Corporate,Central,71.92240000000001,6.7966,121.0498,3,1,1,1,All Three,Furniture,2014-07-05,2014,2016-09-05,26.433333333333334
DN-13690,226,11,540.5405000000001,2139.79,0.0181818181818181,Consumer,West,445.2022,26.3912,68.9471,3,1,1,1,All Three,Furniture,2014-09-20,2014,2017-05-27,32.666666666666664
DO-13435,227,13,-38.90860000000001,1300.0315,0.1576923076923077,Consumer,South,-157.0095,17.475099999999998,100.6258,2,0,1,1,Other,Office Supplies,2014-10-03,2014,2017-08-19,35.03333333333333
DO-13645,228,11,294.0676,1267.316,0.0909090909090909,Consumer,West,71.36420000000001,69.74080000000001,152.9626,3,1,1,1,All Three,Office Supplies,2015-11-07,2015,2017-12-04,25.266666666666666
DP-13000,229,17,241.4524,1050.636,0.2117647058823529,Consumer,Central,-30.7033,29.511200000000002,242.6445,2,0,1,1,Other,Office Supplies,2014-01-03,2014,2017-08-26,44.36666666666667
DP-13105,230,14,563.1761,2215.002,0.1142857142857143,Corporate,West,-20.7846,121.4865,462.4742,2,0,1,1,Other,Office Supplies,2015-08-22,2015,2017-12-24,28.5
DP-13165,231,4,-40.93759999999999,1058.616,0.15,Consumer,East,-110.49,52.7824,16.77,2,0,1,1,Other,Furniture,2014-12-02,2014,2015-10-10,10.4
DP-13390,232,14,1571.8318,5480.723999999999,0.1857142857142857,Home Office,Central,-35.9058,0.0,1607.7376,1,0,0,1,Other,Office Supplies,2014-07-05,2014,2017-01-06,30.533333333333335
DR-12880,233,24,1641.8613,6528.034000000001,0.1333333333333333,Corporate,Central,293.9002,867.9591,480.00200000000007,3,1,1,1,All Three,Technology,2015-09-25,2015,2017-12-27,27.466666666666665
DR-12940,234,13,2869.0759999999996,8350.868,0.1538461538461538,Home Office,East,-370.199,2614.6349999999998,624.64,2,0,1,1,Other,Technology,2014-03-28,2014,2017-11-10,44.1
DS-13030,235,19,193.3319,1762.213,0.1394736842105263,Home Office,West,29.022199999999998,132.2002,32.10949999999999,3,1,1,1,All Three,Office Supplies,2014-07-09,2014,2017-09-28,39.233333333333334
DS-13180,236,20,163.6993,2881.8128,0.1535,Corporate,Central,121.0754,-9.394500000000008,52.01840000000001,2,1,0,1,Furniture + Office Supplies,Technology,2014-04-28,2014,2017-12-07,43.96666666666667
DV-13045,237,9,-427.184,1119.483,0.1722222222222222,Corporate,West,-429.4726,-16.5528,18.8414,1,0,0,1,Other,Office Supplies,2016-06-12,2016,2017-12-11,18.233333333333334
DV-13465,238,15,353.2127,3341.587,0.1133333333333333,Consumer,West,0.0,152.6419,200.57080000000002,2,0,1,1,Other,Office Supplies,2014-06-22,2014,2017-12-01,41.93333333333333
DW-13195,239,9,-86.87379999999999,1080.751,0.2444444444444444,Corporate,Central,-174.6416,46.095,41.672799999999995,2,0,1,1,Other,Office Supplies,2014-01-18,2014,2017-10-22,45.766666666666666
DW-13480,240,11,1348.7556,5271.628,0.0363636363636363,Home Office,Central,572.11,164.4801,612.1655,3,1,1,1,All Three,Office Supplies,2014-06-01,2014,2017-05-27,36.36666666666667
DW-13540,241,9,69.6672,344.08,0.1777777777777777,Consumer,West,-6.8816,0.0,76.5488,1,0,0,1,Other,Furniture,2016-02-27,2016,2017-09-23,19.133333333333333
DW-13585,242,10,-266.8966,1204.854,0.17,Corporate,East,-395.9194,74.3916,54.6312,2,0,1,1,Other,Office Supplies,2014-08-24,2014,2017-05-02,32.733333333333334
Dl-13600,243,6,175.2388,755.602,0.2166666666666666,Corporate,Central,150.5328,0.0,24.706,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-03-30,2014,2017-09-02,41.733333333333334
Dp-13240,244,29,333.36479999999995,7198.7609999999995,0.1862068965517241,Home Office,West,-1094.9039,1292.4263999999998,135.8423,2,0,1,1,Other,Office Supplies,2014-05-26,2014,2017-10-07,41.0
EA-14035,245,25,-52.74059999999998,2846.705,0.3,Corporate,South,80.161,-112.97379999999998,-19.927800000000016,1,1,0,0,Furniture Only,Office Supplies,2014-09-13,2014,2017-07-31,35.06666666666667
EB-13705,246,12,13.621500000000005,3644.978,0.2583333333333333,Corporate,East,-199.022,1.5804,211.06310000000002,2,0,1,1,Other,Furniture,2014-07-08,2014,2017-11-12,40.766666666666666
EB-13750,247,20,-80.28599999999999,3236.314,0.145,Corporate,West,-221.394,38.4105,102.6975,2,0,1,1,Other,Office Supplies,2015-03-12,2015,2017-11-25,32.96666666666667
EB-13840,248,8,656.1988,4358.128,0.125,Corporate,West,568.3697999999999,0.0,87.82900000000001,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-05-30,2014,2017-10-01,40.666666666666664
EB-13870,249,11,261.5315,2767.219,0.2909090909090909,Consumer,West,256.245,5.0687999999999995,0.21769999999999978,3,1,1,1,All Three,Furniture,2014-05-05,2014,2017-09-21,41.166666666666664
EB-13930,250,7,0.6042000000000058,944.6,0.1714285714285714,Consumer,West,-64.0144,13.572,51.0466,2,0,1,1,Other,Office Supplies,2014-02-02,2014,2017-07-22,42.2
EB-13975,251,6,162.8781,1643.255,0.2833333333333333,Corporate,West,0.0,158.99349999999998,3.8845999999999994,2,0,1,1,Other,Technology,2016-01-04,2016,2017-12-30,24.2
EB-14110,252,11,184.7656,3071.126,0.2090909090909091,Consumer,East,-17.321400000000004,174.5926,27.4944,2,0,1,1,Other,Technology,2015-04-13,2015,2017-09-08,29.3
EB-14170,253,7,282.1701,1186.326,0.2285714285714286,Consumer,South,-1.5936,0.0,283.7637,1,0,0,1,Other,Office Supplies,2014-09-29,2014,2017-10-09,36.86666666666667
EC-14050,254,7,96.4256,461.914,0.0999999999999999,Consumer,East,11.4576,19.996,64.972,3,1,1,1,All Three,Office Supplies,2014-12-17,2014,2017-11-07,35.2
ED-13885,255,14,670.4435000000001,3484.92,0.2142857142857142,Home Office,West,541.0811000000001,187.17700000000002,-57.8146,2,1,1,0,Furniture + Technology,Office Supplies,2014-08-09,2014,2017-08-17,36.8
EG-13900,256,9,104.2656,1832.02,0.2,Consumer,East,-109.3506,83.986,129.6302,2,0,1,1,Other,Office Supplies,2015-11-02,2015,2017-12-08,25.566666666666666
EH-13765,257,32,1393.5154,10310.88,0.071875,Corporate,East,332.3322,0.0,1061.1832,2,1,0,1,Furniture + Office Supplies,Office Supplies,2014-04-12,2014,2017-08-17,40.766666666666666
EH-13945,258,17,53.53980000000001,684.1709999999999,0.2941176470588235,Consumer,West,12.1002,82.2649,-40.8253,2,1,1,0,Furniture + Technology,Office Supplies,2014-07-02,2014,2017-05-27,35.333333333333336
EH-13990,259,8,150.3759,825.9499999999999,0.0625,Consumer,South,36.5592,79.20729999999999,34.609399999999994,3,1,1,1,All Three,Technology,2014-01-15,2014,2016-11-20,34.666666666666664
EH-14005,260,11,-94.14079999999996,1219.53,0.1727272727272727,Home Office,West,41.1332,9.4437,-144.71769999999998,2,1,1,0,Furniture + Technology,Office Supplies,2014-05-13,2014,2017-12-28,44.166666666666664
EH-14125,261,18,96.2702,3082.653,0.2055555555555555,Home Office,Central,-63.6862,-133.8478,293.8042,1,0,0,1,Other,Technology,2014-10-19,2014,2017-07-31,33.86666666666667
EH-14185,262,8,242.1107,923.884,0.2875,Consumer,South,0.0,47.0907,195.02,2,0,1,1,Other,Technology,2014-05-22,2014,2017-09-16,40.43333333333333
EJ-13720,263,8,387.0176,2162.174,0.175,Consumer,West,-108.63780000000001,440.7648,54.8906,2,0,1,1,Other,Office Supplies,2014-01-27,2014,2017-03-03,37.7
EJ-14155,264,8,451.8755000000001,2656.691,0.0625,Consumer,South,-21.640500000000003,46.7394,426.77660000000003,2,0,1,1,Other,Furniture,2014-03-03,2014,2017-11-03,44.7
EK-13795,265,4,97.1066,1303.478,0.0875,Home Office,West,70.49,4.779,21.8376,3,1,1,1,All Three,Furniture,2014-03-18,2014,2017-11-16,44.63333333333333
EL-13735,266,2,27.1154,124.28,0.0,Home Office,East,8.662,0.0,18.4534,2,1,0,1,Furniture + Office Supplies,Furniture,2016-04-22,2016,2017-10-14,18.0
EM-13810,267,7,-133.8275,2567.01,0.1428571428571428,Corporate,West,-216.2277,69.2928,13.1074,2,0,1,1,Other,Office Supplies,2015-06-07,2015,2017-08-20,26.833333333333332
EM-13825,268,16,682.5541999999999,2339.598,0.0625,Corporate,Central,18.7596,247.8964,415.8982,3,1,1,1,All Three,Office Supplies,2014-12-02,2014,2017-11-05,35.63333333333333
EM-13960,269,6,102.296,933.704,0.2333333333333333,Consumer,East,0.0,54.1988,48.0972,2,0,1,1,Other,Office Supplies,2015-10-01,2015,2017-08-01,22.333333333333332
EM-14065,270,6,40.15459999999999,228.99,0.25,Consumer,East,-17.4432,57.5928,0.004999999999999449,2,0,1,1,Other,Office Supplies,2014-07-22,2014,2017-11-13,40.333333333333336
EM-14095,271,10,240.2362,1041.042,0.1,Corporate,West,0.0,147.032,93.2042,2,0,1,1,Other,Office Supplies,2015-08-07,2015,2017-09-08,25.433333333333334
EM-14140,272,21,1319.3655,4588.436000000001,0.0666666666666666,Home Office,West,25.616799999999998,772.5993000000001,521.1494,3,1,1,1,All Three,Office Supplies,2014-07-19,2014,2017-11-12,40.4
EM-14200,273,4,21.7721,366.822,0.125,Home Office,South,-4.2588,20.7675,5.2634,2,0,1,1,Other,Office Supplies,2015-12-20,2015,2017-07-25,19.433333333333334
EN-13780,274,9,496.1131,2199.366,0.0444444444444444,Consumer,East,25.9102,370.7247,99.4782,3,1,1,1,All Three,Technology,2015-05-30,2015,2017-03-18,21.933333333333334
EP-13915,275,31,144.9578,5478.0608,0.1974193548387096,Consumer,Central,-458.839,246.92000000000002,356.87680000000006,2,0,1,1,Other,Technology,2014-07-06,2014,2017-12-18,42.03333333333333
ER-13855,276,5,-295.7398,1245.788,0.2,Corporate,Central,-292.1,0.0,-3.639800000000001,0,0,0,0,Other,Office Supplies,2015-12-21,2015,2016-11-04,10.633333333333333
ES-14020,277,8,1003.2935,3510.4579999999996,0.125,Consumer,West,-44.361000000000004,104.3261,943.3284,2,0,1,1,Other,Office Supplies,2014-09-20,2014,2017-11-20,38.56666666666667
ES-14080,278,20,246.6661,4657.924,0.26,Corporate,South,-247.0896,431.1241,62.631600000000006,2,0,1,1,Other,Office Supplies,2014-10-02,2014,2017-12-02,38.56666666666667
FA-14230,279,17,520.5229,2984.054,0.2588235294117647,Corporate,West,62.974,434.99440000000004,22.5545,3,1,1,1,All Three,Office Supplies,2014-09-19,2014,2017-09-24,36.7
FC-14245,280,14,1217.1662,3418.742,0.1357142857142857,Home Office,East,19.4688,257.5614,940.136,3,1,1,1,All Three,Office Supplies,2015-06-13,2015,2017-10-21,28.7
FC-14335,281,10,714.2926,3889.366,0.16,Corporate,Central,84.502,55.331999999999994,574.4586,3,1,1,1,All Three,Office Supplies,2014-10-10,2014,2017-06-29,33.1
FG-14260,282,11,394.7397,1383.144,0.1181818181818181,Home Office,West,0.0,-20.1362,414.8759,1,0,0,1,Other,Office Supplies,2014-05-21,2014,2017-11-26,42.833333333333336
FH-14275,283,21,1073.2676,4256.272,0.1285714285714286,Corporate,Central,139.5272,309.30039999999997,624.44,3,1,1,1,All Three,Office Supplies,2014-04-06,2014,2017-11-23,44.233333333333334
FH-14350,284,14,706.289,2271.284,0.1071428571428571,Consumer,West,21.506,357.5309,327.2521,3,1,1,1,All Three,Office Supplies,2015-08-23,2015,2017-06-01,21.6
FH-14365,285,13,2050.2826,6987.196,0.1384615384615384,Corporate,East,61.408500000000004,1494.553,494.3211,3,1,1,1,All Three,Office Supplies,2014-10-20,2014,2017-12-25,38.733333333333334
FM-14215,286,15,249.6808,2456.638,0.0933333333333333,Corporate,East,-41.6816,178.8044,112.55799999999999,2,0,1,1,Other,Office Supplies,2014-03-11,2014,2017-12-23,46.1
FM-14290,287,20,198.10949999999997,3736.198,0.18,Home Office,West,0.0,-257.7875,455.897,1,0,0,1,Other,Technology,2014-08-26,2014,2017-11-24,39.53333333333333
FM-14380,288,14,191.4898,2523.266,0.1571428571428571,Consumer,West,35.0973,128.0459,28.346599999999995,3,1,1,1,All Three,Technology,2015-07-12,2015,2017-08-07,25.233333333333334
